"","V1","V2","V3","V4"
"X[[i]]","[家教] 新北板橋 日文家教","Mon Nov 28 21:45:51 2016","<meta name=""description"" content=""1.對象: 28歲女&#10;2.地點: 新埔捷運附近咖啡廳&#10;3.科目：日文&#10;4.上課時間：平日晚上7:00-8:00&#10;5.時薪：400/時&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1480340755.A.E5F.html"
"X[[i]]","[陪讀] 雲林 小一男 英文陪讀","Mon Nov 28 21:53:00 2016","<meta name=""description"" content=""1.對象: 小一男生&#10;2.地點: 彰化埤頭（可接送西螺、莿桐、斗六、北斗）&#10;3.科目：  英文&#10;4.上課時間：每週二～三天，每天1小時&#10;5.時薪：400元/小時&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1480341183.A.FDE.html"
"X[[i]]","https://www.ptt.cc/bbs/HomeTeach/M.1480345097.A.44B.html","https://www.ptt.cc/bbs/HomeTeach/M.1480345097.A.44B.html","https://www.ptt.cc/bbs/HomeTeach/M.1480345097.A.44B.html","https://www.ptt.cc/bbs/HomeTeach/M.1480345097.A.44B.html"
"X[[i]]","[家教] 宜蘭/礁溪 日文家教","Tue Nov 29 00:38:43 2016","<meta name=""description"" content=""1.對象: 31男&#10;2.地點: 宜蘭礁溪&#10;3.科目：日文&#10;4.上課時間：平日晚上佳(彈性)&#10;5.時薪：500-800/時(依經驗程度，可自行報價)&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1480351126.A.66D.html"
"X[[i]]","[家教] 臺北市 反洗錢師考試","Tue Nov 29 00:55:37 2016","<meta name=""description"" content=""代po&#10;1.對象: 45歲 女性&#10;2.地點: 臺北市立圖書館總館&#10;3.科目：反洗錢師考試&#10;4.上課時間：週日下午三時至五時&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1480352139.A.C69.html"
"X[[i]]","[家教] 台中市西區 高中數學","Tue Nov 29 09:33:45 2016","<meta name=""description"" content=""1.對象: 高二男(台中二中)&#10;2.地點: 二中附近(可談)&#10;3.科目：數學&#10;4.上課時間：可議&#10;5.時薪：500~1000&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1480383227.A.767.html"
"X[[i]]","[家教] 台南永康 數理家教","Tue Nov 29 14:18:34 2016","<meta name=""description"" content=""1.對象: 國二、男生&#10;2.地點: 台南市永康區 復國路附近&#10;3.科目：數學、理化科&#10;4.上課時間：暫定二、四晚上7-9點&#10;5.時薪：1H350，依照教學經驗與能力往上調整&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1480400316.A.65C.html"
"X[[i]]","[家教] 台北市關渡 網站架設","Tue Nov 29 14:32:39 2016","<meta name=""description"" content=""1.對象: 男32&#10;2.地點: 台北捷運關渡站，前期可在咖啡廳，熟了之後希望在我家（騎車離捷運站5分鐘）&#10;3.科目：網站架設，從無到有&#10;4.上課時間：平日白天優先&#10;5.時薪：1500/2hr，視狀況調整&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1480401162.A.29E.html"
"X[[i]]","[家教]","Tue Nov 29 15:11:19 2016","<meta name=""description"" content=""1.對象: 25歲女生&#10;2.地點: 天母星巴克忠誠門市&#10;3.科目：英文成人口說&#10;4.上課時間：目前全天皆可&#10;5.時薪：600-800&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1480403482.A.916.html"
"X[[i]]","[家教] 國英數自社 學測範圍 （長期新北區）","Tue Nov 29 15:22:39 2016","<meta name=""description"" content=""1.對象: 我本人/22/女←(年齡、性別缺一不可)&#10;2.地點: 近新莊.泰山←(請注意自身安全、財物等。)&#10;3.科目：國英數自社 學測範圍&#10;4.上課時間：週六上午或週日整天，或平日晚間10點後&#10;5.時薪：500 （可再商議）←(不能打&quot;面議、詳談、可議、自行開價等；若限制禁言14天&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1480404162.A.CEA.html"
"X[[i]]","[交換] 英文(多益)換日文(N3)","Tue Nov 29 15:41:53 2016","<meta name=""description"" content=""1.對象:男19&#10;2.地點： 基隆為主,臺北可議&#10;3.科目：欲通過日檢(希望是N3)&#10;4.上課時間：面議&#10;5.自己的才藝:英文各方面問題(文法佳)&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1480405316.A.7CF.html"
"X[[i]]","[交換] 台北wordpree交換鋼琴","Tue Nov 29 16:13:03 2016","<meta name=""description"" content=""1.對象:女22&#10;2.地點：國父紀念館或三重&#10;3.科目：wordpress修改&#10;4.上課時間：平日晚上7點&#10;5.自己的才藝：鋼琴，保母術科學科，韓國旅遊&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1480407186.A.EBD.html"
"X[[i]]","[交換] 台北師大 吉他烏克換任何才藝","Tue Nov 29 17:17:56 2016","<meta name=""description"" content=""1.對象: 28 男&#10;2.地點： 台北&#10;3.科目： 電木吉他或烏克麗麗 換任何才藝(希望是不需左手很用力的 有受傷)&#10;4.上課時間： 一二四五 上午到下午&#10;5.自己的才藝:  目前在音樂教室當老師 上午沒事想學學別的東西充實自己&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1480411078.A.0B1.html"
"X[[i]]","[交換] 台北市 素描 換 日文/法文","Tue Nov 29 19:03:39 2016","<meta name=""description"" content=""1.對象：34歲 男&#10;2.地點：台北市捷運沿線咖啡廳&#10;        (可再討論 畢竟需要畫大幅一點的作品的話 咖啡廳空間可能不太夠)&#10;        希望是大眾運輸可以到達的地方&#10;3.科目：日文及法文都想找 (擇一交換即可 當然你一次兩種語言都ok最好XD)&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1480417423.A.D4D.html"
"X[[i]]","[交換]","Tue Nov 29 22:46:45 2016","<meta name=""description"" content=""1.對象: 22歲 女生&#10;2.地點： 台北市信義區&#10;3.科目：彩妝&#10;4.上課時間：平日白天&#10;5.自己的才藝: 英文/高國中數理/家教經驗&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1480430808.A.14E.html"
"X[[i]]","[家教] 台北市/網路 python網路爬蟲","Tue Nov 29 23:01:14 2016","<meta name=""description"" content=""1.對象:大二學生&#10;2.地點:中正紀念堂附近 或 網路&#10;3.科目：python 網路爬蟲&#10;4.上課時間：12/22~1/4&#10;5.時薪：1000~1500/hr&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1480431677.A.020.html"
"X[[i]]","[交換] 新北市新店 健身 換 基礎英文對話","Tue Nov 29 23:06:57 2016","<meta name=""description"" content=""1.對象：32歲 女性&#10;2.地點：新北市新店的咖啡店或摩斯（可討論）&#10;3.科目：基礎英文對話&#10;4.上課時間：因為白天要上班，以晚上為主&#10;5.自己的才藝:本身為健身教練&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1480432020.A.D51.html"
"X[[i]]","[家教] 新北市中和(南勢角) 成人英文","Wed Nov 30 00:00:18 2016","<meta name=""description"" content=""1.對象: 23歲男, 目前就讀研究所&#10;2.地點: 南勢角捷運站或另外討論&#10;3.科目: 英文(目前先偏重文法.閱讀.單字)&#10;4.上課時間: 可盡量配合老師(目前暫時每週 1 - 1.5h, 有長期打算)&#10;5.時薪: 400 - 600 / 1h&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1480435220.A.5A0.html"
"X[[i]]","[家教] 大台北地區 成人英文","Wed Nov 30 10:12:52 2016","<meta name=""description"" content=""1.對象: 女 ，33&#10;2.地點: 大台北地區&#10;3.科目：成人英文&#10;4.上課時間：平日晚上&#10;5.時薪：2hr/1000 , 一週兩次&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1480471974.A.098.html"
"X[[i]]","[交換] 網路 英文換統計SPSS","Wed Nov 30 12:18:28 2016","<meta name=""description"" content=""1.對象:34／男&#10;2.地點： 網路 Skype&#10;3.科目：統計 SPSS&#10;4.上課時間：可討論 但偏好早上&#10;5.自己的才藝:各類英文課程 專長：雅思和高中英文&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1480479510.A.742.html"
"X[[i]]","[家教] 桃園藝文特區高一數學","Wed Nov 30 14:38:57 2016","<meta name=""description"" content=""1.對象: 高一男生&#10;2.地點: 桃園市藝文特區&#10;3.科目：數學&#10;4.上課時間：週六或週日白天&#10;5.時薪：1000/2hr&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1480487939.A.157.html"
"X[[i]]","[解題] Layout考古題","Wed Nov 30 15:56:41 2016","<meta name=""description"" content=""初次發文請見諒&#10;題目cic layout考古題上機部份電路圖轉layout&#10;1. 對象: 25男&#10;2. 地點: 新竹市,縣&#10;3. 科目: Virtuoso or laker&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1480492604.A.B1A.html"
"X[[i]]","[家教] 新竹縣湖口 高中化學","Wed Nov 30 16:08:02 2016","<meta name=""description"" content=""1.對象: 高一男生&#10;2.地點: 新竹縣湖口鄉（距湖口火車站約五分鐘步行距離）&#10;3.科目：高中化學&#10;4.上課時間：再與老師喬時間，多在六或日，每週2小時&#10;5.時薪：500~700,若另需車馬費，可再與媽媽聊:)&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1480493287.A.5C4.html"
"X[[i]]","https://www.ptt.cc/bbs/HomeTeach/M.1480497194.A.44A.html","https://www.ptt.cc/bbs/HomeTeach/M.1480497194.A.44A.html","https://www.ptt.cc/bbs/HomeTeach/M.1480497194.A.44A.html","https://www.ptt.cc/bbs/HomeTeach/M.1480497194.A.44A.html"
"X[[i]]","[家教] 台南 指考英文","Wed Nov 30 19:04:47 2016","<meta name=""description"" content=""2.地點: 台南市北區、東區、成大校區附近&#10;3.科目：指考英文&#10;4.上課時間：中午以後&#10;5.時薪：1H500 可再商談&#10;6.條件：由於是升學考試，希望備課認真&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1480503890.A.B48.html"
"X[[i]]","[上台] 台中市西區 高二高職基電、電子學","Wed Nov 30 19:24:23 2016","<meta name=""description"" content=""1.對象:高職一年級及高職二年級都以一對一方式進行教學&#10;2.地點:台中市西區五權八街135號(杏華文理補習班大勇校)&#10;3.科目：高職(電子學、基電)&#10;4.上課時間：&#10;            時段一：一、四（PM 6:30-8:00   8:00-9:30）&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1480505066.A.3C3.html"
"X[[i]]","[解題] 比較會考根基測（用心理統計角度）","Wed Nov 30 20:04:10 2016","<meta name=""description"" content=""1.對象: 21男&#10;2.地點: 線上&#10;3.科目：心理統計、心理測驗法的方法分析基測跟會考&#10;4.上課時間：都可&#10;5.時薪：完成之後給1000&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1480507453.A.937.html"
"X[[i]]","[交換] 新北中和 - 英文換吉他","Wed Nov 30 21:12:07 2016","<meta name=""description"" content=""1.對象: 29 女&#10;2.地點：中和自宅&#10;3.科目：吉他&#10;4.上課時間：假日白天&#10;5.自己的才藝: 英文 （多益滿分 (2012)，現從事翻譯類工作）&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1480511529.A.59D.html"
"X[[i]]","[仲介] 請問大家有認識想學俄文的人嗎?","Wed Nov 30 22:10:50 2016","<meta name=""description"" content=""如題，有認識在烏克蘭的朋友，由於學生身分在當地打工的薪資很低，&#10;也沒辦法當家教(當地家教規定要有大學文憑，可是她還在就學中)&#10;因此想說幫她在台灣尋找俄文家教的機會，讓她有機會多一份收入。&#10;她人是在烏克蘭，目前規劃的教學方式是透過skype遠距教學，&#10;可以幫助有心想練習或是學習俄文的朋友們一個好機會，&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1480515052.A.898.html"
"X[[i]]","[家教] 台中沙鹿 國小數學","Wed Nov 30 23:39:30 2016","<meta name=""description"" content=""1. 對象: 國小四年級 + 六年級女生&#10;2. 地點: 台中沙鹿 (到府家教) 可搭BRT到&#10;3. 科目: 數學&#10;4. 薪資: 350-400元/hr (可議)&#10;5. 上課時間: 每週六早上2~3小時&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1480520373.A.21D.html"
"X[[i]]","[解題] 國中自然科 高中物理","Thu Dec  1 00:19:31 2016","<meta name=""description"" content=""1.對象: 國中1~3  高中一.二年級&#10;2.地點: 道明.龍華.鼓山.鳳山&#10;3.科目：國中自然科  高中物理(分開應徵)&#10;4.上課時間：跟家長約&#10;5.時薪：200~300/hr&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1480522774.A.BA6.html"
"X[[i]]","[家教] 新竹 高一 數、物、化","Thu Dec  1 12:55:21 2016","<meta name=""description"" content=""2.地點:新竹 空軍醫院附近 ←(請注意自身安全、財物等。)&#10;3.科目：數學、物理、化學 同一人&#10;4.上課時間：面議&#10;5.時薪：600←(不能打&quot;面議、詳談、可議、自行開價等；若限制禁言14天。)&#10;6.條件：理工相關科系←(依據法令規範，不得限制性別(優先)、國籍(優先)等，&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1480568124.A.FCC.html"
"X[[i]]","[家教] 淡水韓文家教，內建兩位學生","Thu Dec  1 13:09:40 2016","<meta name=""description"" content=""1.對象: 29歲，兩位女生&#10;2.地點: 淡水紅樹林捷運站正對面（交通方便）&#10;3.科目：韓文初級&#10;4.上課時間：目前希望每週一，三，或是可以討論時間，每週希望上一~兩堂課&#10;5.時薪：一小時700（2人）&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1480568983.A.58B.html"
"X[[i]]","[交換] 南投台中  英文交換各種才藝","Thu Dec  1 14:59:37 2016","<meta name=""description"" content=""1.對象: 29y 女&#10;2.地點：南投草屯或台中市區&#10;3.科目：你的才藝&#10;4.上課時間：可討論，偏好平日下午&#10;5.自己的才藝:&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1480575579.A.95C.html"
"X[[i]]","[交換] 中文英文換韓文","Thu Dec  1 16:11:02 2016","<meta name=""description"" content=""1.對象:24歲 女&#10;2.地點：臺北捷運站到的了的地方&#10;3.科目：韓文&#10;4.上課時間：一~五晚上或六日&#10;5.自己的才藝:中文&amp;普普英文&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1480579864.A.E31.html"
"X[[i]]","[上台]新北永和誠徵上台英文老師","Thu Dec  1 21:15:21 2016","<meta name=""description"" content=""1.對象:國一~國三學生 ←(年齡、性別缺一不可；漏掉一個水桶三天。)&#10;2.地點:新北市永和區得和路53號 ←(請注意自身安全、財物等。)&#10;3.科目：英文&#10;4.補習班名稱:得勝文理補習班(1042295055)  ←(請主動附上立案證明)&#10;5.上課時間：週二、三、四的6：30~9：00(可依個人時間排班)&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1480598124.A.814.html"
"X[[i]]","[家教] 台北or板橋After Effects","Thu Dec  1 23:40:59 2016","<meta name=""description"" content=""1.對象: 30 女&#10;2.地點: 台北或板橋 捷運沿線&#10;3.科目：After Effects&#10;4.上課時間：目前任何時間都可以 越快越好!&#10;5.時薪:500&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1480606865.A.3F7.html"
"X[[i]]","[家教] 台中高三數學","Fri Dec  2 13:10:03 2016","<meta name=""description"" content=""1.對象:高三女生&#10;2.地點:台中太平區中山路&#10;3.科目：數學&#10;4.上課時間：一週一次，晚上7:00-8:30&#10;5.時薪：400-500&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1480655406.A.EF6.html"
"X[[i]]","[陪讀] 新北市林口區 國小學前安親伴讀","Fri Dec  2 13:12:37 2016","<meta name=""description"" content=""（手機排版請見諒，如有違反版規請再告知，謝謝）&#10;1.對象：一男一女 皆為大班&#10;2.地點:新北市林口區文化二路一段（遠雄未來之丘社區）&#10;3.科目：注音、數學、美勞...等依照老師規劃或可和家長討論&#10;http://i.imgur.com/DUHlWaX.jpg&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1480655565.A.C9A.html"
"X[[i]]","[家教]〔已徵到〕台北 成人英文會話 商業英文","Fri Dec  2 13:50:33 2016","<meta name=""description"" content=""2.地點: 捷運台電大樓/古亭/師大附近&#10;3.科目：英文會話、商業英文&#10;4.上課時間：平日晚上，每週一次&#10;5.時薪：500-700/hr&#10;6.條件：英文口說流利、道地，若有商業/簡報能力佳&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1480657836.A.4A9.html"
"X[[i]]","[家教] 台南徵初級日文老師","Fri Dec  2 15:00:30 2016","<meta name=""description"" content=""1.對象: 22歲男&#10;2.地點: 都可，安靜的公共場所也可以&#10;3.科目：初級日文&#10;4.上課時間：禮拜一到四的晚上&#10;5.時薪：一小時500&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1480662033.A.5F0.html"
"X[[i]]","[家教] 台中市北屯區 小六自然","Fri Dec  2 15:07:34 2016","<meta name=""description"" content=""1.對象: 國小六年級男生&#10;2.地點: 台中市北屯區近潭子&#10;3.科目： 小六自然&#10;4.上課時間： 面議&#10;5.時薪： 400~500元/hr&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1480662456.A.A1E.html"
"X[[i]]","[家教] 台北中山區徵日語家教","Fri Dec  2 20:41:28 2016","<meta name=""description"" content=""1.對象: 女 30歲&#10;2.地點: 台北市 中山區我家（離捷運站步行10分以內）&#10;3.科目：日文&#10;4.上課時間：星期二16:30左右（希望不要太晚）&#10;5.時薪：1.5h 700（依經驗可議）&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1480682491.A.11C.html"
"X[[i]]","[陪讀] 新竹市東區 國小低年級陪讀","Fri Dec  2 21:53:32 2016","<meta name=""description"" content=""1.對象: 國小一二年級女生&#10;2.地點: 新竹市新莊街附近&#10;3.科目：主要幫忙學生完成及更正作業評量&#10;4.上課時間：每週一、四下午2點，每次1.5hr&#10;5.時薪：200－300元&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1480686814.A.47C.html"
"X[[i]]","[家教] 屏東高一 英文","Fri Dec  2 22:19:05 2016","<meta name=""description"" content=""1.對象: 高一男生 16-17歲←(年齡、性別缺一不可)&#10;2.地點: 屏東火車站附近之摩斯漢堡←(請注意自身安全、財物等。)&#10;3.科目：英文&#10;4.上課時間：平日2小時 需先試教過後確定日期&#10;5.時薪：500←(不能打&quot;面議、詳談、可議、自行開價等；若限制禁言14天。)&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1480688348.A.E62.html"
"X[[i]]","[交換]  會計換民法","Fri Dec  2 22:25:08 2016","<meta name=""description"" content=""1.對象:26男 社會人士←(年齡、性別缺一不可；漏掉一個水桶三天。)&#10;2.地點： 臺北，新北各捷運站附近可討論←(請注意自身安全、財物等。)&#10;3.科目：民法(民總，債總)&#10;4.上課時間：平日晚上或假日&#10;5.自己的才藝: 會計 (各種會計皆可)&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1480688711.A.55F.html"
"X[[i]]","[家教] 台北市  MT4-EA程式編寫教學","Fri Dec  2 22:37:16 2016","<meta name=""description"" content=""1.對象: 33歲；男&#10;2.地點: 花蓮，但可在台北市教學&#10;3.科目：外匯保證金交易-EA程式編寫教學&#10;4.上課時間：周末&#10;5.時薪：500-1000&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1480689439.A.F31.html"
"X[[i]]","[陪讀] 台北市大安 國中陪讀","Sat Dec  3 00:01:02 2016","<meta name=""description"" content=""1.對象: 國二女生 13~14歲&#10;2.地點: 國父紀念館站附近（大安區仁愛路四段）&#10;3.科目：&#10;偏陪讀，學生為弱視，平常需藉由放大鏡閱讀，&#10;為減輕她的負擔，念題目給她聽讓她完成每日作業，&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1480694467.A.28F.html"
"X[[i]]","[家教] 台北金融業英文面試","Sat Dec  3 13:21:17 2016","<meta name=""description"" content=""1.對象:30歲女生 ←(年齡、性別缺一不可)&#10;2.地點:捷運新埔站 ←(請注意自身安全、財物等。)&#10;3.科目：英文面試&#10;4.上課時間：12/4 早上&#10;5.時薪：750-1000←(不能打&quot;面議、詳談、可議、自行開價等；若限制禁言14天。)&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1480742480.A.828.html"
"X[[i]]","[家教] 徵桌球教練","Sat Dec  3 17:00:15 2016","<meta name=""description"" content=""1.對象: 2位女 上班族&#10;2.地點: 新竹縣政府旁&#10;3.科目：桌球&#10;4.上課時間：周四 5:00-6:00&#10;5.時薪：600&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1480755618.A.939.html"
"X[[i]]","[家教]高雄鳳山  高二理科","Sat Dec  3 17:05:30 2016","<meta name=""description"" content=""1.對象: 高二男生&#10;2.地點: 中正預校&#10;3.科目：高二數學、物理、化學&#10;4.上課時間：禮拜天早上兩小時&#10;5.時薪：500/hr&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1480755932.A.F0A.html"
"X[[i]]","[上台] 新北三重 高職自然兼課老師","Sat Dec  3 21:07:57 2016","<meta name=""description"" content=""1.對象:高職一、二、三年級&#10;2.地點:新北市三重區中正北路560巷38號&#10;3.科目：教授基礎生物和物理&#10;4.補習班名稱:穀保家商&#10;5.上課時間：105學年度  每週15節  報到日→6/30&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1480770480.A.64F.html"
"X[[i]]","[家教] 桃園大湳 成人英文","Sat Dec  3 22:04:22 2016","<meta name=""description"" content=""1.對象: 40y/男&#10;2.地點: 大湳市場旁&#10;3.科目：成人英文，要加強口說，工作上有需要與外國人溝通&#10;        口說及文法都需要加強，目標是希望能與外國人溝通順暢&#10;4.上課時間：希望星期六早上9：00，時間上若有困難可再談&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1480773867.A.76F.html"
"X[[i]]","[家教] Python專業教學","Sat Dec  3 22:49:59 2016","<meta name=""description"" content=""1.對象: ←30 女&#10;2.地點: ←線上&#10;3.科目：Python&#10;4.上課時間：線上 一周2-4小時(周末或平日可約)&#10;5.時薪：←1200/hr&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1480776602.A.83B.html"
"X[[i]]","[公告] 違規名單","Sat Dec  3 23:47:27 2016","<meta name=""description"" content="" 作者  erica1030 (PP)                                         看板  HomeTeach &#10; 標題  西門町小教室分租                                                       &#10; 時間  Sat Dec  3 18:32:57 2016                                               &#10;───────────────────────────────────────&#10;廣告&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1480780051.A.ED5.html"
"X[[i]]","[上台] 新北三重菜寮捷運站三號出口 高中國中數學老師","Sun Dec  4 01:48:24 2016","<meta name=""description"" content=""1.對象：高中一，二，三年級，國中一，二，三年級，大約六個人，男女都有。&#10;2.地點：新北市三重區菜寮站，三號出口。&#10;3.科目：高中數學，國中數學&#10;4.補習班名稱：紀算補習班&#10;5.上課時間：十二月十五號開始&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1480787322.A.E64.html"
"X[[i]]","[家教] 台南 仁德 日文家教","Sun Dec  4 06:09:04 2016","<meta name=""description"" content=""1.對象: 女 30 成人&#10;2.地點: 台南仁德。我家或你家&#10;3.科目：初級日文&#10;4.上課時間：希望彈性上課 一星期一次或兩星期一次. 平日白天上課&#10;5.時薪：400&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1480802946.A.AEB.html"
"X[[i]]","[家教] 新竹市東區 成人韓文","Sun Dec  4 09:52:05 2016","<meta name=""description"" content=""1.對象: 28歲，女性&#10;2.地點:新竹市東區&#10;3.科目：韓文&#10;4.上課時間：星期一到四，晚上6:00之後&#10;            一星期一至兩次，一次一小時&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1480816328.A.5A2.html"
"X[[i]]","[家教] 台北市 台大 物理、大一微積分","Sun Dec  4 13:17:56 2016","<meta name=""description"" content=""代發文章，請依聯絡方式直接聯繫案主，勿寄站內信&#10;1.對象:台大國際生 生物系大一 女生 會說中文&#10;2.地點:台大附近皆可&#10;3.科目：物理、大一微積分&#10;4.上課時間：一個禮拜兩次，平日六點以後，六日皆可&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1480828679.A.45A.html"
"X[[i]]","[家教] 臺南-基礎律動","Sun Dec  4 13:51:42 2016","<meta name=""description"" content=""1.對象: 20幾／女生&#10;2.地點: 善化新市永康&#10;3.科目：舞蹈基礎律動（女舞類）&#10;4.上課時間：平日晚上或假日下午晚上&#10;5.時薪：350～550（看舞齡）&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1480830704.A.DC8.html"
"X[[i]]","[家教] 逢甲教正音","Sun Dec  4 16:58:19 2016","<meta name=""description"" content=""1.對象: 40歲左右 / 男性&#10;2.地點: 台中 逢甲大學附近咖啡廳或麥當勞&#10;3.科目：教正音（就是教ㄅㄆㄇ的發音）&#10;4.上課時間：一、三、六、日晚上，一週選2次，一次1.5～2小時&#10;5.時薪：500&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1480841901.A.718.html"
"X[[i]]","[家教] 新北板橋徵國一英文家教","Sun Dec  4 17:57:29 2016","<meta name=""description"" content=""1.對象:國一男生 ←(年齡、性別缺一不可)&#10;2.地點:板橋區新埔捷運站附近 ←(請注意自身安全、財物等。)&#10;3.科目：國一英文、劍橋PET&#10;4.上課時間：每週六下午，時間可詳談。&#10;5.時薪：400-500/Hr←(不能打&quot;面議、詳談、可議、自行開價等；若限制禁言14天。)&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1480845451.A.9EC.html"
"X[[i]]","[家教] 遠距/線上 國文 敘事文學(史記)作業輔導","Sun Dec  4 19:16:28 2016","<meta name=""description"" content=""1.對象: 21歲 男&#10;2.地點: 線上輔導 或 台北市中正區&#10;3.科目： 國文 敘事文學(史記)作業輔導&#10;4.上課時間： 時間可議&#10;5.時薪：600/hr&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1480850191.A.B69.html"
"X[[i]]","[家教] 網路 雅思寫作","Sun Dec  4 21:51:39 2016","<meta name=""description"" content=""1.對象: 22歲 女&#10;2.地點: 線上&#10;3.科目：雅思寫作批改、建議&#10;4.上課時間：不限，一週約兩次&#10;5.時薪：350/一次（task1&amp;2)&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1480859502.A.67B.html"
"X[[i]]","[家教] 新北市淡水 英語旅行會話家教","Sun Dec  4 22:47:32 2016","<meta name=""description"" content=""1.對象:&#10;34歲室內設計師。曾在澳洲打工度假一年，有了解英語對話基礎語境的能力，但詞彙量較少，時態的觀念比較薄弱。近幾年來有較多接觸外國人的經驗，不怕開口說，但比較缺乏自信。&#10;2.地點:&#10;北投─淡水之間的咖啡廳&#10;3.科目：&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1480862855.A.391.html"
"X[[i]]","[解題] 高雄 楠梓左營 大學有限元素","Sun Dec  4 23:43:42 2016","<meta name=""description"" content=""1.對象: 在職專班學生←(年齡、性別缺一不可；漏掉一個水桶三天。)&#10;2.地點: 高雄左營楠梓區, 可再談←(請注意自身安全、財物等。)&#10;3.科目： 有限元素法 解題&#10;4.上課時間：一星期一天&#10;5.時薪：700←(不能打&quot;面議、詳談、可議、自行開價等；若限制水桶14天。)&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1480866225.A.0E9.html"
"X[[i]]","[家教] 台北市文山 大學普通化學 (已徵到)","Mon Dec  5 11:09:21 2016","<meta name=""description"" content=""1.對象: 延畢生 女&#10;        ←(年齡、性別缺一不可)&#10;2.地點: 國立台灣師範大學公館校區附近&#10;        ←(請注意自身安全、財物等。)&#10;3.科目：普通化學&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1480907364.A.DB4.html"
